Id,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,Rank
171,0,0,0,0,0,0,0,0,0,0,0,0,0,746,746
172,0,0,0,0,0,0,0,0,0,0,0,0,0,809,809
173,0,0,0,0,0,0,0,0,0,0,0,0,0,294,294
174,0,0,0,0,0,0,0,0,0,0,0,0,0,2331,2331
175,0,0,0,0,0,0,0,0,0,0,0,0,0,2923,2923
176,0,0,0,0,0,0,0,0,0,0,0,0,0,304,304
177,0,0,0,0,0,0,601,224,0,159,0,222,0,217,601
178,0,0,0,0,0,0,0,0,0,0,0,0,35,26,35
179,0,0,0,0,0,0,0,0,0,0,0,0,0,946,946
180,0,0,0,0,0,0,0,0,0,3654,0,3407,2740,2943,3654
181,0,0,0,0,0,0,0,0,0,0,0,0,0,736,736
182,0,0,0,0,0,0,0,0,0,0,0,0,0,1065,1065
183,0,0,0,0,0,0,0,0,0,0,0,0,0,891,891
184,0,0,0,0,0,0,0,0,0,0,0,0,0,2283,2283
185,0,0,0,0,0,0,0,0,0,0,0,0,0,2020,2020
186,0,0,0,0,0,0,0,0,0,0,0,0,0,2822,2822
187,0,0,0,0,0,0,0,0,0,0,0,0,0,1907,1907
188,0,0,0,0,0,0,0,0,0,0,0,0,0,1925,1925
189,0,0,0,0,0,0,0,0,0,0,0,0,0,1448,1448
190,0,0,0,0,0,0,0,0,0,0,0,0,0,582,582
191,0,0,0,0,0,0,0,0,0,0,0,0,0,572,572
192,0,0,0,0,0,0,0,0,0,0,0,0,0,1555,1555
193,0,0,822,0,0,0,0,0,0,0,0,0,0,110,822
194,0,0,0,0,0,0,0,0,0,0,1825,0,0,617,1825
195,0,0,0,0,0,0,0,0,0,0,0,2796,1487,2865,2865
196,0,0,0,0,0,0,0,0,0,0,0,1566,1495,1401,1566
197,0,0,0,0,0,0,0,0,0,0,0,0,0,2513,2513
198,0,0,0,0,0,0,0,0,0,0,2866,0,1339,1074,2866
199,0,0,0,0,0,0,0,0,0,0,0,0,0,1624,1624
200,0,0,0,0,0,0,0,0,0,0,0,0,0,2795,2795
201,0,0,0,0,0,0,0,0,0,0,3595,0,0,1347,3595
202,0,0,0,0,0,0,0,0,0,0,0,269,0,405,405
203,0,0,0,0,0,0,0,0,0,0,0,0,0,773,773
204,0,0,0,0,0,0,0,0,0,0,0,0,0,1063,1063
205,0,0,0,0,0,0,0,0,0,0,0,2103,602,1207,2103
206,0,0,0,0,0,0,0,0,0,0,0,0,0,464,464
207,0,0,0,0,0,0,0,0,0,0,0,0,0,2567,2567
208,0,0,0,0,0,0,0,0,0,0,0,0,0,285,285
209,0,0,0,0,0,0,0,0,0,0,0,0,0,514,514
210,0,0,0,0,0,0,0,0,0,0,0,0,0,632,632
211,0,0,0,0,0,0,0,0,0,0,0,0,0,2737,2737
212,0,0,0,0,0,0,0,0,0,0,0,30,0,49,49
213,0,0,0,0,0,0,0,0,0,0,0,0,0,2756,2756
214,0,0,0,1526,0,0,0,0,0,1478,0,1134,1107,1176,1526
215,0,0,0,0,0,0,0,0,0,0,0,0,0,989,989
216,0,0,0,0,0,0,0,0,0,0,0,0,0,353,353
217,0,0,0,0,0,0,0,0,0,0,0,0,0,1499,1499
218,0,0,0,0,0,0,0,0,0,0,0,0,0,513,513
219,0,0,0,0,0,0,0,0,0,0,0,0,0,1659,1659
220,0,0,0,0,0,0,0,0,0,0,0,0,0,1831,1831
221,0,0,0,0,0,0,2755,0,0,0,0,0,0,3033,3033
222,0,0,0,0,0,0,0,0,0,0,0,0,0,101,101
223,0,0,0,0,0,0,0,0,0,0,0,0,0,624,624
224,0,0,0,0,0,0,0,0,0,0,0,0,0,120,120
225,0,0,0,0,0,0,0,0,0,0,0,0,0,881,881
226,0,0,0,0,0,0,0,0,0,0,0,0,384,427,427
227,0,0,0,0,0,0,0,0,0,0,0,0,0,2087,2087
228,0,0,0,0,0,0,0,0,0,0,0,0,0,1118,1118
229,0,0,0,0,0,0,0,0,0,0,0,0,0,1519,1519
230,0,0,0,0,0,0,0,0,0,0,0,0,0,1540,1540
231,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29
232,0,0,0,0,0,0,0,0,0,0,0,0,0,1361,1361
233,0,0,0,0,0,0,0,0,0,0,0,0,0,52,52
234,0,0,0,0,478,0,0,0,0,0,0,0,0,370,478
235,0,0,0,0,0,0,0,0,0,0,0,0,0,1946,1946
236,0,0,0,0,0,0,0,0,0,0,0,0,0,2464,2464
237,0,0,0,0,0,0,0,0,0,0,0,0,0,788,788
238,0,0,0,0,0,0,0,0,0,0,0,0,0,1891,1891
239,0,0,0,0,0,0,0,0,0,0,0,0,0,530,530
240,0,0,0,0,0,0,0,0,0,0,523,0,0,436,523
241,0,0,0,0,0,0,0,0,0,0,0,0,0,971,971
242,0,0,0,0,0,0,0,0,0,0,0,0,0,145,145
243,0,0,0,0,0,0,0,0,0,0,0,0,0,2441,2441
244,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,1034
245,0,0,0,0,0,0,0,0,0,0,0,0,0,1537,1537
246,0,0,0,0,0,0,0,0,0,0,0,0,0,822,822
247,0,0,0,0,0,0,0,0,0,0,0,0,0,2753,2753
248,0,0,0,47,0,0,23,105,166,0,0,0,0,67,166
249,0,0,0,0,0,0,0,0,0,0,0,0,0,318,318
250,0,0,0,0,0,0,0,0,0,0,0,0,0,2818,2818
251,0,0,0,0,0,0,0,0,0,0,0,0,0,1730,1730
252,0,0,0,0,0,0,1159,0,2353,2211,0,1998,1381,1652,2353
253,0,0,0,0,0,0,0,0,0,0,0,0,1115,507,1115
254,0,0,0,0,0,0,0,0,0,0,0,0,0,2101,2101
255,0,0,0,0,0,0,0,0,0,0,0,0,0,3040,3040
256,0,0,0,0,0,0,0,0,0,0,0,0,0,2117,2117
257,0,0,0,0,0,0,0,0,0,0,0,0,0,81,81
258,0,0,0,0,0,0,0,0,0,0,0,0,0,2245,2245
259,0,0,0,0,0,0,0,0,0,0,0,0,0,2400,2400
260,0,0,0,0,0,0,0,0,0,0,0,0,0,769,769
261,0,0,0,0,0,0,0,0,0,0,0,0,0,196,196
262,0,0,0,0,0,0,0,0,0,0,0,0,0,1851,1851
263,0,0,0,0,0,0,0,0,0,0,0,0,0,2071,2071
264,0,0,0,0,0,0,0,0,0,0,0,0,1292,1283,1292
265,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,1291
266,0,0,0,0,0,0,0,0,0,0,0,0,0,2036,2036
267,0,0,0,0,0,0,0,0,0,0,0,0,0,3039,3039
268,0,0,0,0,0,0,0,0,0,0,0,0,0,990,990
269,0,0,0,0,0,0,0,0,0,0,0,0,0,363,363
270,0,0,0,0,0,0,0,0,0,0,0,0,0,2120,2120
271,0,0,0,0,0,0,0,242,281,208,0,280,204,275,281
272,0,0,0,0,0,0,0,0,0,0,0,0,0,765,765
273,0,0,0,0,0,0,0,0,0,0,0,0,0,319,319
274,0,0,0,0,0,0,0,0,0,0,0,0,0,2006,2006
275,0,0,0,0,0,0,0,0,0,0,0,0,0,625,625
276,0,0,0,0,0,0,0,0,0,0,0,0,0,2255,2255
277,0,0,0,0,0,0,0,0,0,0,0,0,0,1251,1251
278,337,0,0,0,0,0,0,0,0,0,0,0,0,1161,1161
279,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,2730
280,0,0,0,0,0,0,0,0,0,0,0,0,1246,1547,1547
281,0,0,0,0,0,0,0,0,0,0,0,0,0,651,651
282,0,0,0,0,0,0,0,0,0,0,0,0,0,2443,2443
283,0,0,0,0,0,0,0,0,0,0,0,0,0,450,450
284,0,0,0,0,0,0,0,0,0,0,0,0,0,2702,2702
285,0,0,0,0,0,0,0,0,0,0,0,0,0,1593,1593
286,0,0,0,0,0,0,0,0,0,0,0,0,0,1768,1768
287,0,0,0,0,0,0,0,0,0,0,0,0,2011,2932,2932
288,0,0,0,0,0,0,0,0,0,0,0,0,0,1961,1961
289,0,0,1303,0,0,0,0,0,0,0,0,0,0,1061,1303
290,0,0,0,0,0,0,0,0,0,0,0,0,0,2648,2648
291,0,0,0,0,0,0,0,0,0,0,0,0,2231,2579,2579
292,0,0,0,0,0,0,1692,1829,1271,0,0,0,0,2019,2019
293,0,0,0,0,0,0,0,0,0,0,0,0,0,1377,1377
294,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,1530
295,0,0,0,0,0,0,0,0,0,0,0,0,504,1225,1225
296,0,0,0,0,0,0,0,0,0,0,0,0,0,503,503
297,0,0,0,0,0,0,0,0,0,0,0,0,0,1964,1964
298,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,2009
299,0,0,0,0,0,0,0,0,0,0,0,0,0,777,777
300,0,0,0,0,0,0,0,0,0,0,0,0,0,1951,1951
301,0,0,0,0,0,0,0,0,0,0,0,0,0,2412,2412
302,0,0,0,0,0,0,0,0,0,0,0,0,0,2257,2257
303,0,0,0,0,0,0,0,0,0,0,0,0,0,1110,1110
304,0,0,0,0,0,0,0,0,0,0,0,2993,0,2707,2993
305,0,0,0,0,0,0,0,0,0,0,0,0,0,1301,1301
306,0,0,0,0,0,0,0,0,0,2416,0,0,0,2596,2596
307,0,0,0,0,0,0,0,0,0,0,0,0,0,679,679
308,0,0,0,0,0,0,0,0,0,0,0,1357,0,1204,1357
309,0,0,0,0,0,0,0,0,0,0,0,0,0,1991,1991
310,0,0,0,0,0,0,0,0,0,0,0,0,0,2695,2695
311,0,0,0,0,0,0,0,0,0,0,0,0,0,2200,2200
312,0,0,0,0,0,0,0,0,0,0,0,0,0,212,212
313,0,0,0,0,0,0,0,0,0,0,0,0,0,142,142
314,0,0,0,0,0,0,0,2254,0,2046,2389,0,0,1602,2389
315,0,0,0,0,0,0,0,0,0,0,0,0,241,475,475
316,0,0,0,0,0,0,0,0,0,0,0,0,0,761,761
317,0,0,0,0,0,0,0,0,0,0,0,0,0,998,998
318,0,0,0,0,0,0,0,0,0,0,0,0,0,2684,2684
319,0,0,0,0,0,0,0,0,0,0,0,0,0,2790,2790
320,0,0,0,1525,1284,0,0,0,0,0,0,0,2734,2898,2898
321,0,0,0,0,0,0,0,0,0,0,0,0,0,1590,1590
322,0,0,0,0,0,0,0,0,1464,1976,0,1173,885,829,1976
323,0,0,0,0,0,0,0,0,0,0,0,868,358,219,868
324,0,0,0,0,0,448,211,0,0,0,0,0,230,360,448
325,0,0,0,0,0,0,0,0,0,0,0,0,0,2023,2023
326,0,0,0,0,0,0,0,2604,3019,2957,0,3341,2388,2667,3341
327,0,0,0,0,0,0,0,0,0,0,0,0,0,2052,2052
328,0,0,0,0,0,0,0,0,3518,0,0,0,0,3037,3518
329,0,0,0,0,0,0,0,0,0,0,0,0,0,2451,2451
330,0,0,0,0,0,0,0,0,0,0,0,0,0,1366,1366
331,0,0,0,0,0,0,0,0,0,0,0,0,0,1016,1016
332,0,0,0,0,0,0,0,0,0,0,0,0,0,1346,1346
333,0,0,0,0,0,0,0,0,0,0,0,0,0,783,783
334,0,0,0,0,0,0,0,0,0,0,0,0,0,555,555
335,0,0,0,0,0,0,0,0,0,0,0,0,0,2409,2409
336,0,0,0,0,0,0,0,0,0,0,0,0,0,666,666
337,0,0,0,0,0,0,0,0,0,0,0,0,0,1496,1496
338,0,0,0,0,0,0,0,0,0,0,0,0,0,16,16
339,0,0,0,0,0,0,0,0,0,0,0,0,0,1631,1631
340,0,0,0,0,0,0,0,0,0,0,0,0,0,419,419
341,0,0,0,0,1766,0,2279,0,0,0,0,0,0,981,2279
342,0,0,0,0,0,0,0,0,0,0,0,0,0,988,988
343,0,0,0,0,0,0,0,0,0,0,0,0,0,884,884
344,0,0,0,0,0,0,0,0,0,0,0,0,0,2809,2809
345,0,0,0,0,0,0,0,0,0,0,0,0,0,2958,2958
346,0,0,0,0,0,0,0,0,0,0,0,1848,2364,2492,2492
347,0,0,0,0,1706,0,0,1119,0,0,3637,1556,1548,1863,3637
348,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,1233
349,0,0,0,0,0,0,0,0,0,0,0,0,0,2574,2574
350,0,0,0,0,0,0,0,0,0,0,0,0,0,1705,1705
351,0,0,0,0,0,0,0,0,0,213,0,214,66,86,214
352,0,0,0,0,207,118,0,0,0,0,0,84,53,376,376
353,0,0,0,0,0,0,0,0,0,0,2726,0,0,1140,2726
354,0,0,0,0,0,0,0,0,0,0,0,0,845,328,845
355,0,0,0,0,0,0,0,0,0,0,0,0,0,473,473
356,0,0,0,0,0,0,0,0,0,3549,0,2846,0,2234,3549
357,0,0,0,0,0,0,0,0,0,0,0,0,0,1635,1635
358,0,0,0,0,0,0,0,0,0,0,0,0,0,2557,2557
359,0,0,0,0,0,0,0,0,0,0,0,0,0,2109,2109
360,0,0,0,0,0,0,0,0,0,0,0,0,0,468,468
361,0,0,0,0,0,0,0,0,0,0,0,0,0,862,862
362,0,0,0,0,0,0,0,0,0,0,0,0,0,2361,2361
363,0,0,0,0,0,0,0,0,0,0,0,0,0,609,609
364,0,0,0,0,0,0,0,0,0,0,2387,0,0,1100,2387
365,0,0,0,0,0,0,0,0,0,0,0,0,0,1449,1449
366,0,0,0,0,0,0,0,0,0,0,0,0,0,91,91
367,0,0,0,0,0,0,0,0,3534,3427,0,0,2533,2757,3534
368,0,0,0,0,0,0,0,0,0,0,0,0,0,1857,1857
369,0,0,0,0,0,0,0,0,0,0,0,0,0,1174,1174
370,0,0,0,0,0,0,0,0,0,0,0,0,0,641,641
371,0,0,0,0,0,0,0,0,0,0,0,0,0,147,147
372,0,0,0,0,0,0,0,0,0,0,0,0,0,2194,2194
373,0,0,0,0,0,0,0,0,0,0,0,0,0,721,721
374,0,0,0,0,0,0,586,0,0,0,0,0,0,1086,1086
375,0,0,0,0,0,0,0,0,0,0,0,0,1772,1740,1772
376,0,0,0,0,0,0,0,0,0,0,0,0,0,1995,1995
377,0,0,0,0,0,0,0,0,0,0,0,0,0,2433,2433
378,0,0,0,0,1690,1432,0,1306,2100,0,0,0,2124,2586,2586
379,0,0,0,0,0,0,0,0,0,0,0,0,0,193,193
380,0,0,0,0,0,0,0,0,0,2264,0,0,1315,1824,2264
381,0,0,0,0,0,0,0,0,0,0,0,0,0,2664,2664
382,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90
383,0,0,0,0,0,0,0,0,0,0,0,0,562,1289,1289
384,0,0,0,0,0,0,0,0,0,0,0,2861,1862,2641,2861
385,0,0,0,0,0,0,0,0,0,0,0,0,0,1236,1236
386,0,0,0,0,0,0,0,0,0,0,0,0,0,461,461
387,0,0,0,0,0,0,0,0,0,0,0,2036,1233,2012,2036
388,0,0,0,0,0,0,0,0,0,0,0,0,0,581,581
389,0,0,0,0,0,0,0,0,0,0,0,0,0,2108,2108
390,0,0,0,0,0,0,0,0,0,0,0,0,0,1264,1264
391,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22
392,0,0,0,0,0,0,0,0,0,0,0,0,0,1866,1866
393,0,0,0,0,0,0,0,0,0,0,0,0,0,176,176
394,0,0,0,0,0,0,0,0,0,0,0,0,0,268,268
395,0,0,0,0,0,0,0,0,0,0,0,1348,0,1531,1531
396,0,0,0,0,0,0,0,0,0,0,0,0,0,2196,2196
397,0,0,0,0,0,0,0,0,0,939,0,1461,0,713,1461
398,0,0,0,0,0,0,0,0,0,0,0,0,0,265,265
399,0,0,0,0,0,0,0,0,0,0,0,0,0,2074,2074
400,0,0,0,0,0,0,0,0,0,0,0,0,0,1411,1411
401,0,0,0,0,0,0,0,0,0,0,0,0,0,2181,2181
402,0,0,0,0,0,0,0,0,0,0,0,0,0,1459,1459
403,0,0,0,0,0,0,0,0,0,0,0,0,0,653,653
404,0,0,0,0,0,0,0,0,0,0,0,0,0,597,597
405,0,0,0,0,0,0,0,0,0,0,0,0,0,338,338
406,0,0,0,0,0,0,0,0,0,0,0,0,0,2406,2406
407,0,0,0,0,0,0,0,0,0,0,0,0,0,1395,1395
408,0,0,0,0,0,0,0,0,0,0,3414,0,0,1466,3414
409,0,0,0,0,0,0,0,0,0,0,0,0,0,36,36
